seed,run_id,phase,method,role,comparison_profile,learning_rate_profile,learning_rate,parent_learning_rate,alpha,cs_lambda,status,config_hash,config_path,metric_path,checkpoint_path,prediction_mode,target_recall_min,target_recall_macro,normalized_atc,atc,balanced_accuracy,accuracy,macro_f1,critical_pair_error_count,validation_target_recall_min,validation_target_recall_macro,validation_normalized_atc,validation_atc,validation_balanced_accuracy,validation_accuracy,validation_macro_f1,validation_critical_pair_error_count,cost_matrix_sha256,start_time,end_time,elapsed_seconds,stdout_log,stderr_log,returncode,failure_reason
42,11,dry-run,csada,csada,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,planned,17509c25230d31c6,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/dry-run/configs/0011_17509c25230d31c6.json,,checkpoints/camera_ready_dry-run_csada_lr5e5_s42,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,1,dry-run,ce_anchor_pretty,ce_anchor_pretty,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,43c228ad3af6c7b6,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0001_43c228ad3af6c7b6.json,,checkpoints/camera_ready_dry-run_ce_anchor_pretty_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,2,dry-run,nicme_v3_hybrid_pretty_a0p5_l0p07,nicme_v3_hybrid_pretty_a0p5_l0p07,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,0.5,0.07,planned,4f3a10e005dfb173,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0002_4f3a10e005dfb173.json,,checkpoints/camera_ready_dry-run_nicme_v3_hybrid_pretty_a0p5_l0p07_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,3,dry-run,nicme_v2_hybrid_pretty,nicme_v2_hybrid_pretty,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,0.4,0.25,planned,88d0669fa7816ac2,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0003_88d0669fa7816ac2.json,,checkpoints/camera_ready_dry-run_nicme_v2_hybrid_pretty_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,4,dry-run,cost_weighted_ce,cost_weighted_ce,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,427a8144a00ba439,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0004_427a8144a00ba439.json,,checkpoints/camera_ready_dry-run_cost_weighted_ce_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,5,dry-run,menon_logit_adjusted,menon_logit_adjusted,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,0d91c41881dbda42,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0005_0d91c41881dbda42.json,,checkpoints/camera_ready_dry-run_menon_logit_adjusted_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,6,dry-run,balanced_softmax,balanced_softmax,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,fc9dc4b7129937e2,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0006_fc9dc4b7129937e2.json,,checkpoints/camera_ready_dry-run_balanced_softmax_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,7,dry-run,class_balanced_focal,class_balanced_focal,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,a63b6408706bd4ed,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0007_a63b6408706bd4ed.json,,checkpoints/camera_ready_dry-run_class_balanced_focal_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,8,dry-run,ldam_drw,ldam_drw,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,3d9bb8bb4e7dfc00,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0008_3d9bb8bb4e7dfc00.json,,checkpoints/camera_ready_dry-run_ldam_drw_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,9,dry-run,ap_csada,ap_csada,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,planned,53459e1a6a61031e,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0009_53459e1a6a61031e.json,,checkpoints/camera_ready_dry-run_ap_csada_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,10,dry-run,sosr_cnn,sosr_cnn,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,planned,71a2268408cd9632,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0010_71a2268408cd9632.json,,checkpoints/camera_ready_dry-run_sosr_cnn_lr5e5_s43,sosr_argmin,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
43,11,dry-run,csada,csada,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,planned,ccf05dec6623dec6,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_43/dry-run/configs/0011_ccf05dec6623dec6.json,,checkpoints/camera_ready_dry-run_csada_lr5e5_s43,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,1,dry-run,ce_anchor_pretty,ce_anchor_pretty,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,75f60f8757b2c9e3,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0001_75f60f8757b2c9e3.json,,checkpoints/camera_ready_dry-run_ce_anchor_pretty_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,2,dry-run,nicme_v3_hybrid_pretty_a0p5_l0p07,nicme_v3_hybrid_pretty_a0p5_l0p07,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,0.5,0.07,planned,69bd97db88fe7700,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0002_69bd97db88fe7700.json,,checkpoints/camera_ready_dry-run_nicme_v3_hybrid_pretty_a0p5_l0p07_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,3,dry-run,nicme_v2_hybrid_pretty,nicme_v2_hybrid_pretty,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,0.4,0.25,planned,fa3984fb98cd8e65,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0003_fa3984fb98cd8e65.json,,checkpoints/camera_ready_dry-run_nicme_v2_hybrid_pretty_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,4,dry-run,cost_weighted_ce,cost_weighted_ce,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,a2553a7838621bfd,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0004_a2553a7838621bfd.json,,checkpoints/camera_ready_dry-run_cost_weighted_ce_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,5,dry-run,menon_logit_adjusted,menon_logit_adjusted,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,7968970d2ed88544,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0005_7968970d2ed88544.json,,checkpoints/camera_ready_dry-run_menon_logit_adjusted_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,6,dry-run,balanced_softmax,balanced_softmax,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,047124db4b123656,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0006_047124db4b123656.json,,checkpoints/camera_ready_dry-run_balanced_softmax_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,7,dry-run,class_balanced_focal,class_balanced_focal,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,ce60964f85d33d47,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0007_ce60964f85d33d47.json,,checkpoints/camera_ready_dry-run_class_balanced_focal_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,8,dry-run,ldam_drw,ldam_drw,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,planned,3bc389c63890f768,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0008_3bc389c63890f768.json,,checkpoints/camera_ready_dry-run_ldam_drw_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,9,dry-run,ap_csada,ap_csada,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,planned,27ad412e7cab4b1a,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0009_27ad412e7cab4b1a.json,,checkpoints/camera_ready_dry-run_ap_csada_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,10,dry-run,sosr_cnn,sosr_cnn,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,planned,675c7d67ca03e8e0,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0010_675c7d67ca03e8e0.json,,checkpoints/camera_ready_dry-run_sosr_cnn_lr5e5_s44,sosr_argmin,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
44,11,dry-run,csada,csada,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,planned,d93670afc9081e9a,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_44/dry-run/configs/0011_d93670afc9081e9a.json,,checkpoints/camera_ready_dry-run_csada_lr5e5_s44,argmax,,,,,,,,,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
