dataset,model_family,model_checkpoint,method,decision_mode,class_order,target_class,cost_matrix_C_true_pred,cost_matrix_meaning,target_recall_floor,accuracy_floor,accuracy_floor_metric,normalized_atc,atc,target_recall,target_fnr,target_precision,target_fpr,accuracy,balanced_accuracy,macro_f1,selection_score,auroc,auprc,nll,brier,ece,temperature,calibration_nll_before,calibration_nll_after,confusion_matrix_rows_true_cols_pred,run,metrics_file,config_file,phase,nicme_logit_cost_scale,cs_lambda,class_names,floor_accuracy_value,target_recall_floor_met,accuracy_floor_met,all_floors_met,confusion_matrix,elapsed_seconds,best_val_selection_score,best_val_normalized_atc,best_val_target_recall,best_val_target_fnr,best_val_accuracy,best_val_balanced_accuracy,best_val_epoch,last_val_selection_score,last_val_normalized_atc,last_val_target_recall,last_val_accuracy,tag,threshold,calibration_selection_score,calibration_target_recall,calibration_accuracy,calibration_normalized_atc
spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,ce_calibrated_cost_min,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.096875,0.96875,0.8125,0.1875,0.9285714285714286,0.0625,0.875,0.875,0.8745098039215686,0.1724999999999999,0.9443359375,0.9570720476888074,0.4753855693792475,0.294085677774094,0.2266642712056636,,,,"[[26, 6], [2, 30]]",stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min_04-28_05-25,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min_04-28_05-25/metrics_20260428_052541_ce_calibrated_cost_min.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,ce_calibrated_cost_min,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.0421875,0.421875,1.0,0.0,0.5423728813559322,0.84375,0.578125,0.578125,0.4867834867834868,0.091416015625,0.9443359375,0.9570720476888074,0.3658827287491248,0.2163335214717595,0.1213224132256279,0.5,0.5006117897264248,0.4195268394251141,"[[32, 0], [27, 5]]",stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min_04-28_05-25,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min_04-28_05-25/metrics_20260428_052541_ce_calibrated_cost_min.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_vit_ce_calibrated_cost_min.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,menon_logit_adjusted,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.096875,0.96875,0.8125,0.1875,0.9285714285714286,0.0625,0.875,0.875,0.8745098039215686,0.1724999999999999,0.9423828125,0.9547986460774702,0.4808480722777897,0.2988869411355995,0.2306678825989365,,,,"[[26, 6], [2, 30]]",stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted_04-28_05-26,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted_04-28_05-26/metrics_20260428_052609_menon_logit_adjusted.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,menon_logit_adjusted,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.0453125,0.453125,1.0,0.0,0.5245901639344263,0.90625,0.546875,0.546875,0.429800307219662,0.109384765625,0.9423828125,0.9547986460774702,0.3713851343121378,0.2207167279395999,0.1295643132359769,0.5,0.5046761422287681,0.4228746828608274,"[[32, 0], [29, 3]]",stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted_04-28_05-26,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted_04-28_05-26/metrics_20260428_052609_menon_logit_adjusted.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_vit_menon_logit_adjusted.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_hybrid,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.6513671875,0.6124438901353613,0.7149313221905699,0.5216482220457803,0.1777951484546065,,,,"[[32, 0], [32, 0]]",stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid_04-28_05-26,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid_04-28_05-26/metrics_20260428_052630_nicme_hybrid.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,vit,google/vit-base-patch16-224-in21k,nicme_hybrid,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.6513671875,0.6124438901353613,0.6906328959823987,0.4974966529945429,0.1068432293371133,5.75,0.7194577277219776,0.6918981330077114,"[[32, 0], [32, 0]]",stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid_04-28_05-26,results/vit_test/stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid_04-28_05-26/metrics_20260428_052630_nicme_hybrid.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_vit_nicme_hybrid.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,ce,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.1375,1.375,0.75,0.25,0.75,0.25,0.75,0.75,0.75,0.2999999999999999,0.8095703125,0.8306759152269685,0.6884365551093603,0.4952896662796789,0.2465258548036217,,,,"[[24, 8], [8, 24]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_04-28_05-26,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_04-28_05-26/metrics_20260428_052654_ce.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,ce,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.8095703125,0.8306759152269685,0.6838013415136667,0.4906564792183069,0.2430527017734518,0.5,0.6876049751688731,0.6821795859269748,"[[32, 0], [32, 0]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_04-28_05-26,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_04-28_05-26/metrics_20260428_052654_ce.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,ce_calibrated_cost_min,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.1375,1.375,0.75,0.25,0.75,0.25,0.75,0.75,0.75,0.2999999999999999,0.8095703125,0.8306759152269685,0.6884365551093603,0.4952896662796789,0.2465258548036217,,,,"[[24, 8], [8, 24]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min_04-28_05-27/metrics_20260428_052717_ce_calibrated_cost_min.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,ce_calibrated_cost_min,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.8095703125,0.8306759152269685,0.6838013415136667,0.4906564792183069,0.2430527017734518,0.5,0.6876049751688731,0.6821795859269748,"[[32, 0], [32, 0]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min_04-28_05-27/metrics_20260428_052717_ce_calibrated_cost_min.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_ce_calibrated_cost_min.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,menon_logit_adjusted,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.1375,1.375,0.75,0.25,0.75,0.25,0.75,0.75,0.75,0.2999999999999999,0.8095703125,0.8306759152269685,0.6884365495500286,0.4952896616481244,0.2465258557349443,,,,"[[24, 8], [8, 24]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted_04-28_05-27/metrics_20260428_052740_menon_logit_adjusted.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,menon_logit_adjusted,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.8095703125,0.8306759152269685,0.6838013463272362,0.4906564840328812,0.2430527080072448,0.5,0.6876049741058354,0.6821795838409161,"[[32, 0], [32, 0]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted_04-28_05-27/metrics_20260428_052740_menon_logit_adjusted.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_menon_logit_adjusted.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.662109375,0.6112704055588029,0.6925037892143426,0.4993567669384695,0.0071189040318131,,,,"[[32, 0], [32, 0]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid_04-28_05-27/metrics_20260428_052759_nicme_hybrid.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.662109375,0.610801655558803,0.692071197897494,0.4989252021059759,0.0142345741473652,0.5,0.691892705385882,0.690874637211333,"[[32, 0], [32, 0]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid_04-28_05-27,results/timm_dinov3_vit_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid_04-28_05-27/metrics_20260428_052759_nicme_hybrid.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_vit_lora_nicme_hybrid.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,ce,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.2265625,2.265625,0.5625,0.4375,0.782608695652174,0.15625,0.703125,0.703125,0.6971357409713574,0.8365722656249999,0.7685546875,0.7734233739051937,0.5819028373965014,0.3981600469002909,0.1595866084098816,,,,"[[18, 14], [5, 27]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_04-28_05-28,results/timm_dinov3_convnext_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_04-28_05-28/metrics_20260428_052825_ce.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,ce,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05625,0.5625,0.96875,0.03125,0.543859649122807,0.8125,0.578125,0.578125,0.5021607605877269,0.105478515625,0.7685546875,0.7734233739051937,0.609900945427219,0.4114793379818295,0.1671880578469965,0.7,0.5333723693550119,0.5215819081211215,"[[31, 1], [26, 6]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_04-28_05-28,results/timm_dinov3_convnext_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_04-28_05-28/metrics_20260428_052825_ce.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,ce_calibrated_cost_min,argmax,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.2265625,2.265625,0.5625,0.4375,0.782608695652174,0.15625,0.703125,0.703125,0.6971357409713574,0.8365722656249999,0.7685546875,0.7734233739051937,0.5819028373965014,0.3981600469002909,0.1595866084098816,,,,"[[18, 14], [5, 27]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_calibrated_cost_min_04-28_05-28,results/timm_dinov3_convnext_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_calibrated_cost_min_04-28_05-28/metrics_20260428_052850_ce_calibrated_cost_min.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_calibrated_cost_min.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,ce_calibrated_cost_min,calibrated_cost_min,black_widow / false_widow,black_widow,"[[0.0, 10.0], [1.0, 0.0]]",C[black_widow][false_widow]=10; C[false_widow][black_widow]=1,0.95,0.8,accuracy,0.05625,0.5625,0.96875,0.03125,0.543859649122807,0.8125,0.578125,0.578125,0.5021607605877269,0.105478515625,0.7685546875,0.7734233739051937,0.609900945427219,0.4114793379818295,0.1671880578469965,0.7,0.5333723693550119,0.5215819081211215,"[[31, 1], [26, 6]]",stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_calibrated_cost_min_04-28_05-28,results/timm_dinov3_convnext_lora_test/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_calibrated_cost_min_04-28_05-28/metrics_20260428_052850_ce_calibrated_cost_min.json,results/stop2_prototype/configs/stop2_prototype_spider_balanced_prototype_timm_dinov3_convnext_lora_ce_calibrated_cost_min.json,stop2,,,,,,,,,,,,,,,,,,,,,,,,,,
