seed,method,display_name,source_method,sample_index,true_id,pred_id,true_label,costly_pred_label,critical_cost,predicted_id,margin,is_positive_margin,checkpoint_path,metric_path
42,CE,CE,ce_anchor_pmi20,177,5,2,50111-0434,00591-0461,10.0,5,5.758254051208496,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,178,5,2,50111-0434,00591-0461,10.0,2,-0.4332704544067383,False,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,179,5,2,50111-0434,00591-0461,10.0,5,7.2466312646865845,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,180,5,2,50111-0434,00591-0461,10.0,5,5.764660358428955,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,181,5,2,50111-0434,00591-0461,10.0,5,5.936110019683838,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,182,5,2,50111-0434,00591-0461,10.0,5,6.735212087631226,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,183,5,2,50111-0434,00591-0461,10.0,5,3.407397747039795,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,184,5,2,50111-0434,00591-0461,10.0,5,5.453092336654663,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,185,5,2,50111-0434,00591-0461,10.0,5,6.384495735168457,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,186,5,2,50111-0434,00591-0461,10.0,5,1.6913957595825195,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,187,5,2,50111-0434,00591-0461,10.0,5,6.386273622512817,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,188,5,2,50111-0434,00591-0461,10.0,5,6.127960205078125,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,189,5,2,50111-0434,00591-0461,10.0,5,4.8150224685668945,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,190,5,2,50111-0434,00591-0461,10.0,5,5.848418474197388,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,191,5,2,50111-0434,00591-0461,10.0,5,6.115682125091553,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,192,6,15,53489-0156,68382-0227,10.0,6,4.75568413734436,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,193,6,15,53489-0156,68382-0227,10.0,6,6.380214214324951,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,194,6,15,53489-0156,68382-0227,10.0,6,5.018758058547974,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,195,6,15,53489-0156,68382-0227,10.0,6,6.41589879989624,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,196,6,15,53489-0156,68382-0227,10.0,6,6.164690732955933,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,197,6,15,53489-0156,68382-0227,10.0,6,5.200160026550293,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,198,6,15,53489-0156,68382-0227,10.0,6,4.961307764053345,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,199,6,15,53489-0156,68382-0227,10.0,6,6.115273594856262,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,200,6,15,53489-0156,68382-0227,10.0,7,0.3722521662712097,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,201,6,15,53489-0156,68382-0227,10.0,6,6.275327444076538,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,202,6,15,53489-0156,68382-0227,10.0,6,5.676048994064331,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,203,6,15,53489-0156,68382-0227,10.0,6,5.7410277128219604,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,204,6,15,53489-0156,68382-0227,10.0,6,6.073838949203491,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,205,6,15,53489-0156,68382-0227,10.0,6,6.8544793128967285,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,206,6,15,53489-0156,68382-0227,10.0,6,4.370765924453735,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,207,6,15,53489-0156,68382-0227,10.0,6,5.712132453918457,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,208,6,15,53489-0156,68382-0227,10.0,6,5.856436014175415,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,209,6,15,53489-0156,68382-0227,10.0,6,5.253320932388306,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,210,6,15,53489-0156,68382-0227,10.0,6,4.498045444488525,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,211,6,15,53489-0156,68382-0227,10.0,6,3.2484233379364014,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,212,6,15,53489-0156,68382-0227,10.0,6,6.104506492614746,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,213,6,15,53489-0156,68382-0227,10.0,6,3.6899707317352295,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,214,6,15,53489-0156,68382-0227,10.0,16,2.182423382997513,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,215,6,15,53489-0156,68382-0227,10.0,6,5.084621548652649,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,216,6,15,53489-0156,68382-0227,10.0,6,5.829166412353516,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,217,6,15,53489-0156,68382-0227,10.0,6,5.621906757354736,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,218,6,15,53489-0156,68382-0227,10.0,6,1.1156702041625977,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,219,6,15,53489-0156,68382-0227,10.0,15,-1.3612983226776123,False,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,220,6,15,53489-0156,68382-0227,10.0,6,6.443073868751526,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,221,6,15,53489-0156,68382-0227,10.0,6,6.420148611068726,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,222,6,15,53489-0156,68382-0227,10.0,6,6.331950426101685,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,223,6,15,53489-0156,68382-0227,10.0,6,6.310515761375427,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,224,7,0,53746-0544,00378-0208,10.0,7,5.228454351425171,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,225,7,0,53746-0544,00378-0208,10.0,7,5.830519914627075,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,226,7,0,53746-0544,00378-0208,10.0,7,5.9816590547561646,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,227,7,0,53746-0544,00378-0208,10.0,7,6.8909472823143005,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,228,7,0,53746-0544,00378-0208,10.0,7,5.357511281967163,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,229,7,0,53746-0544,00378-0208,10.0,7,6.484629929065704,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,230,7,0,53746-0544,00378-0208,10.0,7,6.636901378631592,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,231,7,0,53746-0544,00378-0208,10.0,7,6.573270678520203,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,232,7,0,53746-0544,00378-0208,10.0,7,5.919478058815002,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,233,7,0,53746-0544,00378-0208,10.0,7,7.508285966832773,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,234,7,0,53746-0544,00378-0208,10.0,7,5.565883040428162,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,235,7,0,53746-0544,00378-0208,10.0,7,7.405714064836502,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,236,7,0,53746-0544,00378-0208,10.0,7,7.000936508178711,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,237,7,0,53746-0544,00378-0208,10.0,7,6.477502703666687,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,238,7,0,53746-0544,00378-0208,10.0,7,5.083702325820923,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,239,7,0,53746-0544,00378-0208,10.0,0,-1.092221736907959,False,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,240,7,0,53746-0544,00378-0208,10.0,7,6.0008368492126465,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,241,7,0,53746-0544,00378-0208,10.0,7,6.7994571924209595,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,242,7,0,53746-0544,00378-0208,10.0,7,7.322925955057144,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,243,7,0,53746-0544,00378-0208,10.0,7,7.040899991989136,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
42,CE,CE,ce_anchor_pmi20,244,7,0,53746-0544,00378-0208,10.0,7,5.409494757652283,True,checkpoints/pmi20_run_ce_anchor_pmi20_lr5e5_s42,results/pmi20_sota_convnext_base_test/pmi20_run_ce_anchor_pmi20_lr5e5_s42_05-04_09-05/metrics_20260504_090537_cross_entropy.json
